"field_date","site_reach","site","green_algae","microcoleus","anabaena_cylindrospermum","bare_biofilm","other_nfixers","micro_transects","ana_cyl_transects","total_transects","proportion_micro_transects","proportion_ana_cyl_transects","proportion_riffle_rapid_transects","average_depth_cm_sampled","median_depth_cm_sampled"
2022-06-24,"RUS-1S","RUS",38.1818181818182,0,0,61.8181818181818,0,0,0,11,0,0,0,NA,NA
2022-07-06,"RUS-1S","RUS",20,0,0,80,0,0,0,11,0,0,0,42,45
2022-07-20,"RUS-1S","RUS",48.0909090909091,0,0.181818181818182,51.7272727272727,0,0,6,11,0,0.545454545454545,0,40.3636363636364,32
2022-08-02,"RUS-1S","RUS",59.6363636363636,0,0.272727272727273,40.0909090909091,0,0,5,11,0,0.454545454545455,0,42.1818181818182,41
2022-08-17,"RUS-1S","RUS",95.4545454545455,0,1.63636363636364,2.90909090909091,0,0,9,11,0,0.818181818181818,0,40.5454545454545,39
2022-09-01,"RUS-1S","RUS",46.7272727272727,0,7.45454545454545,45.8181818181818,0,0,11,11,0,1,0,41.8181818181818,40
2022-09-15,"RUS-1S","RUS",40.9090909090909,0,2.36363636363636,56.7272727272727,0,0,9,11,0,0.818181818181818,0,43,43
2022-07-06,"RUS-2","RUS",46.3636363636364,0,0,53.6363636363636,0,0,0,11,0,0,0,44.5454545454545,50
2022-07-20,"RUS-2","RUS",59.4545454545455,0,0,40.5454545454545,0,0,3,11,0,0.272727272727273,0,44.9090909090909,49
2022-08-02,"RUS-2","RUS",56.0909090909091,0,0,43.9090909090909,0,0,3,11,0,0.272727272727273,0,47.0909090909091,51
2022-08-17,"RUS-2","RUS",43.4545454545455,0,0.0909090909090909,56.4545454545455,0,0,6,11,0,0.545454545454545,0,46,44
2022-09-01,"RUS-2","RUS",35,0,5,60,0,0,4,11,0,0.363636363636364,0,41.5454545454545,45
2022-09-15,"RUS-2","RUS",32.1818181818182,0,3.72727272727273,64.0909090909091,0,0,6,11,0,0.545454545454545,0,40.7272727272727,35
2022-07-07,"RUS-3","RUS",40.4545454545455,0,0,59.5454545454545,0,0,0,11,0,0,0.181818181818182,36.6363636363636,37
2022-07-20,"RUS-3","RUS",55.2727272727273,0,0,44.7272727272727,0,0,4,11,0,0.363636363636364,0.363636363636364,40.4545454545455,46
2022-08-02,"RUS-3","RUS",63.4545454545455,0,0,36.5454545454545,0,0,5,11,0,0.454545454545455,0.272727272727273,43,50.5
2022-08-17,"RUS-3","RUS",48.1818181818182,0,0,51.8181818181818,0,0,5,11,0,0.454545454545455,0.272727272727273,39.8181818181818,37
2022-09-01,"RUS-3","RUS",51,0,2.27272727272727,46.7272727272727,0,0,3,11,0,0.272727272727273,0.272727272727273,40,45
2022-09-15,"RUS-3","RUS",36.8181818181818,0,0.0909090909090909,63.0909090909091,0,0,4,11,0,0.363636363636364,0.363636363636364,37.6363636363636,44
2022-06-27,"SAL-1S","SAL",0,0,0,100,0,0,0,11,0,0,0,NA,NA
2022-07-12,"SAL-1S","SAL",2.18181818181818,7.72727272727273,0,90.0909090909091,0,8,0,11,0.727272727272727,0,0.454545454545455,44.0909090909091,46
2022-07-26,"SAL-1S","SAL",12.6,27.7,0,59.7,0,8,0,10,0.8,0,0.3,40.2,40.5
2022-09-22,"SAL-1S","SAL",69.0909090909091,0,0,30.9090909090909,0,0,0,11,0,0,0.363636363636364,39.4545454545455,36
2022-07-12,"SAL-2","SAL",0,3.18181818181818,0,96.8181818181818,0,6,0,11,0.545454545454545,0,0.363636363636364,30.6363636363636,30
2022-07-26,"SAL-2","SAL",0.545454545454545,13.2727272727273,0,86.1818181818182,0,9,0,11,0.818181818181818,0,0.181818181818182,33.7272727272727,36
2022-09-22,"SAL-2","SAL",57.9090909090909,0,0,42.0909090909091,0,0,0,11,0,0,0.363636363636364,28.9090909090909,32
2022-06-27,"SAL-3","SAL",0,0,0,100,0,0,0,11,0,0,0,NA,NA
2022-07-12,"SAL-3","SAL",0.363636363636364,1.36363636363636,0,98.2727272727273,0,2,0,11,0.181818181818182,0,0,49.0909090909091,50
2022-07-26,"SAL-3","SAL",0.0909090909090909,5.90909090909091,0,94,0,4,0,11,0.363636363636364,0,0,45,44
2022-09-22,"SAL-3","SAL",40,0,0.0909090909090909,59.9090909090909,0,0,4,11,0,0.363636363636364,0,41.4545454545455,43
2022-06-29,"SFE-M-1S","SFE-M",4.36363636363636,0.636363636363636,0,91.8181818181818,3.18181818181818,4,0,11,0.363636363636364,0,0.363636363636364,42.1818181818182,40
2022-07-14,"SFE-M-1S","SFE-M",23.3636363636364,0,0.909090909090909,69.4545454545455,6.27272727272727,1,3,11,0.0909090909090909,0.272727272727273,0.454545454545455,31.9090909090909,31
2022-07-28,"SFE-M-1S","SFE-M",27.4545454545455,1,8.90909090909091,61.7272727272727,0.909090909090909,5,11,11,0.454545454545455,1,0.454545454545455,28.7272727272727,28
2022-08-10,"SFE-M-1S","SFE-M",46.9090909090909,6.63636363636364,2.36363636363636,42.4545454545455,1.63636363636364,11,9,11,1,0.818181818181818,0.454545454545455,25.9090909090909,24
2022-08-23,"SFE-M-1S","SFE-M",53.9090909090909,2.72727272727273,0,42.9090909090909,0.454545454545455,4,0,11,0.363636363636364,0,0.454545454545455,21.7272727272727,20
2022-09-06,"SFE-M-1S","SFE-M",56.1818181818182,10.4545454545455,0.0909090909090909,32.3636363636364,0.909090909090909,5,3,11,0.454545454545455,0.272727272727273,0.454545454545455,22.7272727272727,18
2022-09-17,"SFE-M-1S","SFE-M",51.2727272727273,11.3636363636364,2.45454545454545,34.4545454545455,0.454545454545455,8,7,11,0.727272727272727,0.636363636363636,0.454545454545455,21.5454545454545,21
2022-06-29,"SFE-M-3","SFE-M",15.9090909090909,0.272727272727273,0,81.3636363636364,2.45454545454545,6,0,11,0.545454545454545,0,0.363636363636364,53.6363636363636,50
2022-07-14,"SFE-M-3","SFE-M",40,1.81818181818182,0.909090909090909,53,4.27272727272727,3,5,11,0.272727272727273,0.454545454545455,0.363636363636364,43.7272727272727,42
2022-07-28,"SFE-M-3","SFE-M",42.1818181818182,1.54545454545455,24.1818181818182,31.5454545454545,0.545454545454545,4,10,11,0.363636363636364,0.909090909090909,0.363636363636364,37.1818181818182,34
2022-08-10,"SFE-M-3","SFE-M",67.8181818181818,0.909090909090909,0.272727272727273,29.3636363636364,1.63636363636364,4,5,11,0.363636363636364,0.454545454545455,0.363636363636364,38.2727272727273,29
2022-08-23,"SFE-M-3","SFE-M",57.1818181818182,3.18181818181818,0,39.6363636363636,0,3,1,11,0.272727272727273,0.0909090909090909,0.272727272727273,35,32
2022-09-06,"SFE-M-3","SFE-M",43.1818181818182,1.81818181818182,0,54.4545454545455,0.545454545454545,4,0,11,0.363636363636364,0,0.272727272727273,32.5454545454545,24
2022-09-17,"SFE-M-3","SFE-M",14.1818181818182,12,0,73.1818181818182,0.636363636363636,4,0,11,0.363636363636364,0,0.363636363636364,31.0909090909091,30
2022-06-29,"SFE-M-4","SFE-M",10.1818181818182,0,0,88.5454545454545,1.27272727272727,4,0,11,0.363636363636364,0,0,50.9090909090909,57
2022-07-14,"SFE-M-4","SFE-M",40,0,0.272727272727273,58.0909090909091,1.63636363636364,0,9,11,0,0.818181818181818,0,48.4545454545455,51
2022-07-28,"SFE-M-4","SFE-M",38.1818181818182,0,25.9090909090909,34.8181818181818,1.09090909090909,0,11,11,0,1,0,45.7272727272727,43
2022-08-10,"SFE-M-4","SFE-M",52.1818181818182,5,3.18181818181818,38.5454545454545,1.09090909090909,9,11,11,0.818181818181818,1,0,46.3,50
2022-08-23,"SFE-M-4","SFE-M",25.5454545454545,1.36363636363636,0.909090909090909,71.1818181818182,1,1,1,11,0.0909090909090909,0.0909090909090909,0,45.4545454545455,51
2022-09-06,"SFE-M-4","SFE-M",16.3636363636364,0,0,78.8181818181818,4.81818181818182,0,0,11,0,0,0,45.9090909090909,50
2022-09-17,"SFE-M-4","SFE-M",15.0909090909091,0,0,81.7272727272727,3.18181818181818,0,0,11,0,0,0,39.9090909090909,42
2023-06-25,"SFE-SH-1S","SFE-SH",8.81818181818182,0,0,91.1818181818182,0,1,0,11,0.0909090909090909,0,0.545454545454545,47,51
2023-07-03,"SFE-SH-1S","SFE-SH",3.81818181818182,0,0,95.4545454545455,0.727272727272727,1,0,11,0.0909090909090909,0,0.454545454545455,45.2727272727273,40
2023-07-11,"SFE-SH-1S","SFE-SH",10.2727272727273,0,0,88.7272727272727,1,3,0,11,0.272727272727273,0,0.454545454545455,46.4545454545455,41
2023-07-17,"SFE-SH-1S","SFE-SH",14.0909090909091,1.36363636363636,0,84.1818181818182,0.363636363636364,6,0,11,0.545454545454545,0,0.454545454545455,47.0909090909091,39
2023-07-24,"SFE-SH-1S","SFE-SH",38.1818181818182,0.454545454545455,0.181818181818182,60.4545454545455,0.727272727272727,5,4,11,0.454545454545455,0.363636363636364,0.363636363636364,50.0909090909091,37
2023-07-31,"SFE-SH-1S","SFE-SH",37.0909090909091,0,0.0909090909090909,62.0909090909091,0.727272727272727,2,4,11,0.181818181818182,0.363636363636364,0.181818181818182,46.8181818181818,38
2023-08-07,"SFE-SH-1S","SFE-SH",10.5454545454545,0,1.45454545454545,87.1818181818182,0.818181818181818,0,6,11,0,0.545454545454545,0.454545454545455,45.0909090909091,36
2023-08-14,"SFE-SH-1S","SFE-SH",15.9090909090909,0,1.81818181818182,80.2727272727273,2,1,9,11,0.0909090909090909,0.818181818181818,0.363636363636364,44.0909090909091,37
2023-08-22,"SFE-SH-1S","SFE-SH",11.7272727272727,0.545454545454545,0.545454545454545,86.8181818181818,0.363636363636364,7,4,11,0.636363636363636,0.363636363636364,0.181818181818182,40.2727272727273,29
2023-08-28,"SFE-SH-1S","SFE-SH",30.1818181818182,1,0,68.4545454545455,0.363636363636364,8,0,11,0.727272727272727,0,0.363636363636364,43.1818181818182,34
2023-09-04,"SFE-SH-1S","SFE-SH",56,1.27272727272727,0,41.6363636363636,1.09090909090909,8,0,11,0.727272727272727,0,0.272727272727273,43,31
2023-09-12,"SFE-SH-1S","SFE-SH",42.9090909090909,1.90909090909091,0,55.0909090909091,0.0909090909090909,8,0,11,0.727272727272727,0,0.363636363636364,39.4545454545455,25
2023-09-18,"SFE-SH-1S","SFE-SH",49.7272727272727,5.81818181818182,0,44.4545454545455,0,8,6,11,0.727272727272727,0.545454545454545,0.363636363636364,39.8181818181818,27
2023-09-24,"SFE-SH-1S","SFE-SH",28.2727272727273,8.36363636363636,0.363636363636364,62.6363636363636,0.363636363636364,8,4,11,0.727272727272727,0.363636363636364,0.363636363636364,36.2727272727273,35
2023-06-20,"SFE-M-1S","SFE-M",2.27272727272727,0,0,97.7272727272727,0,0,0,11,0,0,0.363636363636364,51.1818181818182,54
2023-06-25,"SFE-M-1S","SFE-M",7.18181818181818,0,0,92.8181818181818,0,0,0,11,0,0,0.181818181818182,47,48
2023-07-03,"SFE-M-1S","SFE-M",10.6363636363636,0,0,88.8181818181818,0.545454545454545,1,0,11,0.0909090909090909,0,0.181818181818182,46,52
2023-07-10,"SFE-M-1S","SFE-M",20.4545454545455,0.454545454545455,0,78.3636363636364,0.727272727272727,2,3,11,0.181818181818182,0.272727272727273,0.272727272727273,42.6363636363636,42
2023-07-17,"SFE-M-1S","SFE-M",15.4545454545455,0,0.363636363636364,82.1818181818182,2,1,5,11,0.0909090909090909,0.454545454545455,0.181818181818182,43.2727272727273,35
2023-07-24,"SFE-M-1S","SFE-M",21.5454545454545,0.909090909090909,0.818181818181818,75.3636363636364,1.36363636363636,2,4,11,0.181818181818182,0.363636363636364,0.0909090909090909,43.0909090909091,35
2023-07-31,"SFE-M-1S","SFE-M",28.6363636363636,1.18181818181818,1.54545454545455,67.4545454545455,1.18181818181818,2,8,11,0.181818181818182,0.727272727272727,0.181818181818182,38.8181818181818,31
2023-08-07,"SFE-M-1S","SFE-M",45.4545454545455,0.909090909090909,11.9090909090909,40.5454545454545,1.18181818181818,2,9,11,0.181818181818182,0.818181818181818,0.272727272727273,39.1818181818182,28
2023-08-14,"SFE-M-1S","SFE-M",25.3636363636364,6.13636363636364,9.68181818181818,56.4545454545455,2.36363636363636,9,7,11,0.818181818181818,0.636363636363636,0.181818181818182,38.4545454545455,37
2023-08-22,"SFE-M-1S","SFE-M",29.5454545454545,8,3.72727272727273,56.2727272727273,2.45454545454545,8,10,11,0.727272727272727,0.909090909090909,0.272727272727273,38.4545454545455,31
2023-08-28,"SFE-M-1S","SFE-M",23.5454545454545,8.45454545454546,1.45454545454545,64.0909090909091,2.45454545454545,10,8,11,0.909090909090909,0.727272727272727,0.0909090909090909,43,33
2023-09-04,"SFE-M-1S","SFE-M",33.4545454545455,4.81818181818182,4.54545454545455,46.7272727272727,10.4545454545455,7,8,11,0.636363636363636,0.727272727272727,0.272727272727273,37.8181818181818,47
2023-09-12,"SFE-M-1S","SFE-M",28.4545454545455,4.54545454545455,2.90909090909091,57.7272727272727,6.36363636363636,6,7,11,0.545454545454545,0.636363636363636,0.0909090909090909,38.6363636363636,39
2023-09-18,"SFE-M-1S","SFE-M",22,9.09090909090909,3.27272727272727,53.3636363636364,12.2727272727273,6,7,11,0.545454545454545,0.636363636363636,0.181818181818182,36.1818181818182,40
2023-09-24,"SFE-M-1S","SFE-M",2,13,2.09090909090909,69.6363636363636,13.2727272727273,3,5,11,0.272727272727273,0.454545454545455,0.181818181818182,41.6363636363636,44
2023-06-20,"SFE-M-2","SFE-M",0.6,0,0,99.4,0,1,0,10,0.1,0,0.2,35.3,34
2023-06-25,"SFE-M-2","SFE-M",0.5,0,0,99.5,0,0,0,10,0,0,0.3,31.7,26.5
2023-07-03,"SFE-M-2","SFE-M",1.3,0,0,98.7,0,0,0,10,0,0,0.3,28,24.5
2023-07-10,"SFE-M-2","SFE-M",1.3,0,0,98.7,0,1,1,10,0.1,0.1,0.1,30.8,27.5
2023-07-17,"SFE-M-2","SFE-M",0.6,0,0,99.4,0,0,1,10,0,0.1,0.5,28,29
2023-07-24,"SFE-M-2","SFE-M",1.36363636363636,0.363636363636364,0,98.2727272727273,0,3,2,11,0.272727272727273,0.181818181818182,0.545454545454545,30.2727272727273,34
2023-07-31,"SFE-M-2","SFE-M",1.27272727272727,0,0,98.7272727272727,0,4,4,11,0.363636363636364,0.363636363636364,0.454545454545455,32.8181818181818,30
2023-08-07,"SFE-M-2","SFE-M",1.81818181818182,0.181818181818182,0,97.9090909090909,0.0909090909090909,5,3,11,0.454545454545455,0.272727272727273,0.363636363636364,31.3636363636364,28
2023-08-14,"SFE-M-2","SFE-M",1.54545454545455,1.81818181818182,0,96.6363636363636,0,5,5,11,0.454545454545455,0.454545454545455,0.272727272727273,30.8181818181818,31
2023-08-22,"SFE-M-2","SFE-M",6.27272727272727,0.454545454545455,0,93.1818181818182,0.0909090909090909,11,4,11,1,0.363636363636364,0.454545454545455,30.0909090909091,25
2023-08-28,"SFE-M-2","SFE-M",1.09090909090909,2,0,96.9090909090909,0,9,1,11,0.818181818181818,0.0909090909090909,0.454545454545455,25.3636363636364,27
2023-09-04,"SFE-M-2","SFE-M",0.636363636363636,1.81818181818182,0,97.5454545454545,0,10,4,11,0.909090909090909,0.363636363636364,0.545454545454545,27,27
2023-09-12,"SFE-M-2","SFE-M",1.45454545454545,1,0,97.5454545454545,0,9,0,11,0.818181818181818,0,0.545454545454545,27.2727272727273,23
2023-09-18,"SFE-M-2","SFE-M",0,11.6363636363636,0.454545454545455,87.9090909090909,0,9,3,11,0.818181818181818,0.272727272727273,0.454545454545455,24.3636363636364,26
2023-09-24,"SFE-M-2","SFE-M",0,16.1818181818182,0,83.8181818181818,0,11,4,11,1,0.363636363636364,0.454545454545455,25,23
2023-06-20,"SFE-M-3","SFE-M",2.54545454545455,0,0,97.3636363636364,0.0909090909090909,0,0,11,0,0,0.363636363636364,58,54
2023-06-25,"SFE-M-3","SFE-M",0.363636363636364,0,0,98.9090909090909,0.727272727272727,0,0,11,0,0,0.363636363636364,56.8181818181818,54
2023-07-03,"SFE-M-3","SFE-M",5.18181818181818,0.181818181818182,0,93.7272727272727,0.909090909090909,2,0,11,0.181818181818182,0,0.181818181818182,48.4545454545455,39
2023-07-10,"SFE-M-3","SFE-M",6.90909090909091,0.727272727272727,0,91.4545454545455,0.909090909090909,3,0,11,0.272727272727273,0,0.272727272727273,52.7272727272727,53
2023-07-17,"SFE-M-3","SFE-M",2.27272727272727,0.636363636363636,0,96.1818181818182,0.909090909090909,4,2,11,0.363636363636364,0.181818181818182,0.272727272727273,51.5454545454545,51
2023-07-24,"SFE-M-3","SFE-M",13.3636363636364,0.909090909090909,0.636363636363636,84.8181818181818,0.272727272727273,4,6,11,0.363636363636364,0.545454545454545,0.363636363636364,48.0909090909091,47
2023-07-31,"SFE-M-3","SFE-M",19.2727272727273,1.63636363636364,1.81818181818182,77.0909090909091,0.181818181818182,4,7,11,0.363636363636364,0.636363636363636,0.363636363636364,51.7272727272727,43
2023-08-07,"SFE-M-3","SFE-M",7.27272727272727,4.72727272727273,9.90909090909091,77.0909090909091,1,5,7,11,0.454545454545455,0.636363636363636,0.272727272727273,52.2727272727273,43
2023-08-14,"SFE-M-3","SFE-M",19.7272727272727,11.0909090909091,14.5454545454545,54.3636363636364,0.272727272727273,6,8,11,0.545454545454545,0.727272727272727,0.272727272727273,49.9090909090909,53
2023-08-22,"SFE-M-3","SFE-M",18.8181818181818,13.3636363636364,2.27272727272727,65.3636363636364,0.181818181818182,9,11,11,0.818181818181818,1,0.272727272727273,50.5454545454545,40
2023-08-28,"SFE-M-3","SFE-M",26.9090909090909,12.3636363636364,0.181818181818182,60.3636363636364,0.181818181818182,9,6,11,0.818181818181818,0.545454545454545,0.272727272727273,51.3636363636364,53
2023-09-04,"SFE-M-3","SFE-M",4.36363636363636,18.8181818181818,0,76.3636363636364,0.454545454545455,5,2,11,0.454545454545455,0.181818181818182,0.272727272727273,48.1818181818182,44
2023-09-12,"SFE-M-3","SFE-M",3.36363636363636,17.2727272727273,0,78.9090909090909,0.454545454545455,5,0,11,0.454545454545455,0,0.272727272727273,46.6363636363636,39
2023-09-18,"SFE-M-3","SFE-M",5,24.0909090909091,0.272727272727273,70.2727272727273,0.363636363636364,5,5,11,0.454545454545455,0.454545454545455,0.272727272727273,46.5454545454545,40
2023-09-24,"SFE-M-3","SFE-M",0,22.7272727272727,0,77.2727272727273,0,5,2,11,0.454545454545455,0.181818181818182,0.272727272727273,49.0909090909091,40
2023-06-20,"SFE-M-4","SFE-M",1.54545454545455,0,0,98.4545454545455,0,0,0,11,0,0,0.181818181818182,42.2727272727273,34
2023-06-25,"SFE-M-4","SFE-M",4.54545454545455,0,0,95.4545454545455,0,1,0,11,0.0909090909090909,0,0.181818181818182,45.1818181818182,32
2023-07-03,"SFE-M-4","SFE-M",15,0,0,85,0,0,0,11,0,0,0.0909090909090909,38.8181818181818,42
2023-07-10,"SFE-M-4","SFE-M",27.9090909090909,0,0,72.0909090909091,0,0,3,11,0,0.272727272727273,0.181818181818182,44.8181818181818,42
2023-07-17,"SFE-M-4","SFE-M",28.9090909090909,0,0.454545454545455,70.6363636363636,0,0,6,11,0,0.545454545454545,0.272727272727273,41.2727272727273,36
2023-07-24,"SFE-M-4","SFE-M",27.9090909090909,0,3.90909090909091,68.1818181818182,0,1,9,11,0.0909090909090909,0.818181818181818,0.181818181818182,40.5454545454545,39
2023-07-31,"SFE-M-4","SFE-M",22.3636363636364,0,18.9090909090909,58.7272727272727,0,1,8,11,0.0909090909090909,0.727272727272727,0.181818181818182,45.3636363636364,54
2023-08-07,"SFE-M-4","SFE-M",24.0909090909091,0,22.2727272727273,53.6363636363636,0,2,7,11,0.181818181818182,0.636363636363636,0.0909090909090909,45.7272727272727,55
2023-08-14,"SFE-M-4","SFE-M",14.8181818181818,12.9090909090909,14.7272727272727,57.3636363636364,0.181818181818182,8,8,11,0.727272727272727,0.727272727272727,0,32.6363636363636,26
2023-08-22,"SFE-M-4","SFE-M",27.3636363636364,3.18181818181818,3.63636363636364,62.9090909090909,2.90909090909091,8,8,11,0.727272727272727,0.727272727272727,0,40.4545454545455,41
2023-08-28,"SFE-M-4","SFE-M",26.9090909090909,0,0.181818181818182,68.0909090909091,4.81818181818182,1,1,11,0.0909090909090909,0.0909090909090909,0.0909090909090909,44.6363636363636,50
2023-09-04,"SFE-M-4","SFE-M",15.3636363636364,0,0,81.6363636363636,3,1,0,11,0.0909090909090909,0,0.0909090909090909,35.5454545454545,37
2023-09-12,"SFE-M-4","SFE-M",16.2727272727273,0.454545454545455,0,80.9090909090909,2.36363636363636,2,0,11,0.181818181818182,0,0.181818181818182,37.9090909090909,32
2023-09-18,"SFE-M-4","SFE-M",0.454545454545455,0.545454545454545,0.181818181818182,96.1818181818182,2.63636363636364,2,2,11,0.181818181818182,0.181818181818182,0.363636363636364,35.8181818181818,27
2023-09-24,"SFE-M-4","SFE-M",0.181818181818182,0,0.0909090909090909,96.2727272727273,3.45454545454545,4,1,11,0.363636363636364,0.0909090909090909,0.181818181818182,37,35
2023-06-28,"SAL-1S","SAL",0,0,0,100,0,0,0,11,0,0,0.272727272727273,29.6363636363636,29
2023-07-13,"SAL-1S","SAL",0,2.36363636363636,0,97.6363636363636,0,6,0,11,0.545454545454545,0,0.181818181818182,36.5454545454545,35
2023-07-27,"SAL-1S","SAL",0,8.09090909090909,0,91.9090909090909,0,7,0,11,0.636363636363636,0,0.181818181818182,39,37
2023-08-10,"SAL-1S","SAL",0.272727272727273,16.3636363636364,0,83.3636363636364,0,8,0,11,0.727272727272727,0,0.0909090909090909,36.0909090909091,35
2023-06-28,"SAL-2","SAL",0,0,0,100,0,0,0,11,0,0,0.363636363636364,21.8181818181818,19
2023-07-13,"SAL-2","SAL",0.909090909090909,1.27272727272727,0,97.8181818181818,0,4,0,11,0.363636363636364,0,0.272727272727273,25.9090909090909,23
2023-07-27,"SAL-2","SAL",0,2.27272727272727,0,97.7272727272727,0,4,0,11,0.363636363636364,0,0.363636363636364,39.2727272727273,40
2023-08-10,"SAL-2","SAL",0.0909090909090909,3.72727272727273,0,96.1818181818182,0,6,0,11,0.545454545454545,0,0.363636363636364,32.2727272727273,30
2023-06-28,"SAL-3","SAL",0,0.6,0,99.4,0,3,0,10,0.3,0,0,36.4,36.5
2023-07-13,"SAL-3","SAL",0.1,0.5,0,99.4,0,4,0,10,0.4,0,0,45.5,44
2023-07-27,"SAL-3","SAL",0,3,0,97,0,4,0,10,0.4,0,0,43.2,42.5
2023-08-10,"SAL-3","SAL",0,3.5,0,96.5,0,4,0,10,0.4,0,0,38.4,37.5
