"parameters","site_reach","model","predicting","mean","ci_lower","ci_upper"
"Conductivity","SFE-M-2","biochemical_w_cover","AC_atx",20.2276154308578,7.55825567154384,34.3638110430482
"Conductivity","SFE-M-3","biochemical_w_cover","AC_atx",27.8329140131234,14.6766849871902,42.5953919684966
"Conductivity","SFE-M-4","biochemical_w_cover","AC_atx",32.3562748766976,18.6244858717421,47.678946531937
"Conductivity","SFE-SH-1S","biochemical_w_cover","AC_atx",13.8342771524276,2.45547024978925,26.6239473757287
"Cover","SFE-M-1S","biochemical_w_cover","AC_atx",7.03063777217214,2.50846317138,11.4707530364736
"Cover","SFE-M-2","biochemical_w_cover","AC_atx",10.1102618405738,5.10037114080294,14.9539159230408
"Cover","SFE-M-3","biochemical_w_cover","AC_atx",6.58543462912992,2.23400473736772,10.8710340119722
"Cover","SFE-M-4","biochemical_w_cover","AC_atx",6.70919534086312,2.31494580785679,10.90901455909
"Cover","SFE-SH-1S","biochemical_w_cover","AC_atx",9.13958805167899,4.53058715452434,13.656928237025
"DIN","SFE-M-1S","biochemical_w_cover","AC_atx",-13.792922365775,-26.6412611169468,-2.43871971358803
"DIN","SFE-M-2","biochemical_w_cover","AC_atx",-8.90100204184605,-20.2733753094113,1.28356526626455
"DIN","SFE-M-3","biochemical_w_cover","AC_atx",-6.66864930267316,-19.1903122479693,5.20623484011748
"DIN","SFE-M-4","biochemical_w_cover","AC_atx",-6.91269307423557,-18.6951748315315,3.49265664111957
"DIN","SFE-SH-1S","biochemical_w_cover","AC_atx",-12.6582251498641,-23.3396143618658,-3.32176471672367
"GPP","SFE-M-1S","biochemical_w_cover","AC_atx",12.1766426471617,-4.35862266033337,28.2040028493872
"GPP","SFE-M-2","biochemical_w_cover","AC_atx",20.8226821728082,6.7446578078483,34.9186422641419
"GPP","SFE-M-3","biochemical_w_cover","AC_atx",12.8345711115662,-2.8204924936035,27.4071162264768
"GPP","SFE-M-4","biochemical_w_cover","AC_atx",16.7599244368159,2.4912659379088,30.329450082445
"GPP","SFE-SH-1S","biochemical_w_cover","AC_atx",29.7120919441466,16.3995932279154,42.362258374682
"OPhos","SFE-M-1S","biochemical_w_cover","AC_atx",-25.3946451678557,-42.3386843221406,-10.3028415124478
"OPhos","SFE-M-2","biochemical_w_cover","AC_atx",-18.024696850697,-33.0992588487803,-4.36039304497347
"OPhos","SFE-M-3","biochemical_w_cover","AC_atx",-32.8078165057965,-50.2701506303897,-17.5181512531247
"OPhos","SFE-M-4","biochemical_w_cover","AC_atx",-28.206870192699,-44.5076052108781,-13.1541349932225
"OPhos","SFE-SH-1S","biochemical_w_cover","AC_atx",-11.0987907291065,-24.6884727757603,0.939361259443156
"GPP","SFE-M-1S","biological","AC_atx",7.13861638596072,-1.67176655894982,15.7573620690482
"GPP","SFE-M-2","biological","AC_atx",8.42644084665245,-0.530590184368527,17.1711287182933
"GPP","SFE-M-3","biological","AC_atx",7.7024714395364,-1.36922824476,16.5862478270999
"GPP","SFE-M-4","biological","AC_atx",7.38808246409284,-1.32874511130764,16.0807282866843
"GPP","SFE-SH-1S","biological","AC_atx",8.94669406026808,-0.441363345775918,18.0999652502572
"Cover","SFE-M-1S","biological_w_cover","AC_atx",16.186494965132,10.3281885470725,21.6004744102544
"Cover","SFE-M-2","biological_w_cover","AC_atx",24.6412171992967,19.7498623046076,29.1489165829096
"Cover","SFE-M-3","biological_w_cover","AC_atx",15.7569368404785,10.0985145151798,20.924890566038
"Cover","SFE-M-4","biological_w_cover","AC_atx",15.4729718526037,9.86804760844345,20.4788585558563
"Cover","SFE-SH-1S","biological_w_cover","AC_atx",18.8054154751818,13.8892248771867,23.3241044555036
"GPP","SFE-M-1S","biological_w_cover","AC_atx",26.8566974867187,15.8867137141893,37.6437713714413
"GPP","SFE-M-2","biological_w_cover","AC_atx",21.9656274974197,13.9855916331468,30.2064156797975
"GPP","SFE-M-3","biological_w_cover","AC_atx",28.2884318241064,17.8301512185274,38.8852891225663
"GPP","SFE-M-4","biological_w_cover","AC_atx",26.6713409330746,16.0840387734417,36.8269877922748
"GPP","SFE-SH-1S","biological_w_cover","AC_atx",34.272489082595,25.3719166780997,42.9848124921888
"Conductivity","SFE-M-1S","chemical","AC_atx",3.22032944443678,-2.23504601567197,8.64313728177904
"Conductivity","SFE-M-1S","physicochemical","AC_atx",-0.335296770231099,-4.61080928429425,4.00860297273759
"Conductivity","SFE-M-2","chemical","AC_atx",2.87412748400448,-2.6485950344207,8.32944202731284
"Conductivity","SFE-M-2","physicochemical","AC_atx",-0.497166356572292,-4.68350353396601,3.6719824200061
"Conductivity","SFE-M-3","chemical","AC_atx",3.84912977417139,-1.65955052532496,9.38883132247338
"Conductivity","SFE-M-3","physicochemical","AC_atx",-0.388225996584686,-4.68324977244096,3.84550066993056
"Conductivity","SFE-M-4","chemical","AC_atx",3.86070082700333,-1.60282948771861,9.45747865142214
"Conductivity","SFE-M-4","physicochemical","AC_atx",0.406094132511512,-3.84282624030344,4.7158267184551
"Conductivity","SFE-SH-1S","chemical","AC_atx",2.20249455724228,-3.03692642880072,7.54519655005664
"Conductivity","SFE-SH-1S","physicochemical","AC_atx",-0.834431518295145,-5.12588164228995,3.41901944487407
"DIN","SFE-M-1S","chemical","AC_atx",-10.9262731085049,-24.8462295391488,2.47527820026012
"DIN","SFE-M-1S","physicochemical","AC_atx",-6.52776291861562,-17.1387566668814,3.57142694631436
"DIN","SFE-M-2","chemical","AC_atx",-5.42267178232811,-20.3648331843695,9.31631439223553
"DIN","SFE-M-2","physicochemical","AC_atx",-6.16115825259747,-16.0301331763821,3.49918636013777
"DIN","SFE-M-3","chemical","AC_atx",2.84458880530038,-11.4026589116536,16.9624907991228
"DIN","SFE-M-3","physicochemical","AC_atx",8.43900758961482,-3.90185064013616,21.144835551774
"DIN","SFE-M-4","chemical","AC_atx",-1.47157829041557,-15.2907195908011,12.3596979976912
"DIN","SFE-M-4","physicochemical","AC_atx",-1.42801104344089,-11.1968394939063,8.72826829265242
"DIN","SFE-SH-1S","chemical","AC_atx",-14.3863595901961,-29.3825874890059,-0.147896325919808
"DIN","SFE-SH-1S","physicochemical","AC_atx",-7.52773741759229,-18.4512571781052,2.7166681887714
"Discharge","SFE-M-1S","physicochemical","AC_atx",-43.4142283184156,-60.3490686547041,-26.8423973946496
"Discharge","SFE-M-2","physicochemical","AC_atx",-50.187991932875,-66.1762688704111,-34.3665603563221
"Discharge","SFE-M-3","physicochemical","AC_atx",-42.3729724035392,-58.5252952117262,-27.0948408763399
"Discharge","SFE-M-4","physicochemical","AC_atx",-44.5216662299957,-60.4688512336597,-29.0306745044908
"Discharge","SFE-SH-1S","physicochemical","AC_atx",-41.936849724637,-58.3154427486484,-26.3625700073514
"OPhos","SFE-M-1S","chemical","AC_atx",-24.0400082004041,-38.3261732648455,-9.51698449993663
"OPhos","SFE-M-1S","physicochemical","AC_atx",-19.7424167815308,-32.1833650203011,-8.19417409421566
"OPhos","SFE-M-2","chemical","AC_atx",-23.378168026516,-39.8567333192947,-7.0157691798337
"OPhos","SFE-M-2","physicochemical","AC_atx",-18.1664348261757,-29.6587512313659,-7.30896422695945
"OPhos","SFE-M-3","chemical","AC_atx",-33.9816266854616,-49.6500473089609,-18.9304616210708
"OPhos","SFE-M-3","physicochemical","AC_atx",-34.2169337820634,-49.3678574820159,-20.3370005938019
"OPhos","SFE-M-4","chemical","AC_atx",-21.1067105946401,-36.0225427812695,-5.86192824715542
"OPhos","SFE-M-4","physicochemical","AC_atx",-18.4287928846188,-30.3404454297363,-7.24717809962719
"OPhos","SFE-SH-1S","chemical","AC_atx",-16.8507357874681,-32.1362276009727,-1.39834488341357
"OPhos","SFE-SH-1S","physicochemical","AC_atx",-16.5266294691408,-28.7587481308224,-5.15083085309246
"Temperature","SFE-M-1S","physicochemical","AC_atx",17.0041392508651,2.13502872373503,31.3597703084344
"Temperature","SFE-M-2","physicochemical","AC_atx",23.971210059331,11.2776177250091,36.7482654026763
"Temperature","SFE-M-3","physicochemical","AC_atx",11.0182803718643,-2.92479867230195,24.2012015167439
"Temperature","SFE-M-4","physicochemical","AC_atx",18.6732294194252,5.71849001698702,31.0865496048156
"Temperature","SFE-SH-1S","physicochemical","AC_atx",18.5787194803465,4.93005090382849,31.6134468837376
"Conductivity","SFE-M-1S","chemical_w_cover","AC_atx",24.893678505198,11.4796276688842,39.2801350461476
"Conductivity","SFE-M-1S","physicochemical_w_cover","AC_atx",-6.00079885579627,-22.5086988322223,10.8661747191662
"Conductivity","SFE-M-2","chemical_w_cover","AC_atx",21.8850042469483,9.49641842293881,35.5205093771014
"Conductivity","SFE-M-2","physicochemical_w_cover","AC_atx",-8.71495136753568,-20.9579420178016,3.53591570276149
"Conductivity","SFE-M-3","chemical_w_cover","AC_atx",28.6156343154638,15.0795039904458,43.6732857007141
"Conductivity","SFE-M-3","physicochemical_w_cover","AC_atx",-6.83262749810242,-24.3676529484,10.8567826706914
"Conductivity","SFE-M-4","chemical_w_cover","AC_atx",34.950525214757,21.0631767234696,50.453939416987
"Conductivity","SFE-M-4","physicochemical_w_cover","AC_atx",6.56843125807239,-10.9755626672536,25.1402951953323
"Conductivity","SFE-SH-1S","chemical_w_cover","AC_atx",18.8725182549262,4.3815793311898,34.2139901323086
"Conductivity","SFE-SH-1S","physicochemical_w_cover","AC_atx",-13.9362710561629,-29.6880208552465,1.55891392865016
"Cover","SFE-M-1S","chemical_w_cover","AC_atx",8.72805261880781,3.69911618085261,13.559896502671
"Cover","SFE-M-1S","physicochemical_w_cover","AC_atx",5.55643004524758,1.62273726495931,9.35640554896553
"Cover","SFE-M-2","chemical_w_cover","AC_atx",13.3767934605293,7.58744687674684,18.9650549820615
"Cover","SFE-M-2","physicochemical_w_cover","AC_atx",9.19498512734966,4.83035908146185,13.4601163578812
"Cover","SFE-M-3","chemical_w_cover","AC_atx",7.77550480691107,3.04919194819421,12.4133301492178
"Cover","SFE-M-3","physicochemical_w_cover","AC_atx",4.89785360784152,1.14690974558868,8.6204586889525
"Cover","SFE-M-4","chemical_w_cover","AC_atx",7.89155448859354,3.10730666320701,12.4779713739589
"Cover","SFE-M-4","physicochemical_w_cover","AC_atx",4.96085363787246,1.18470153434396,8.72019236964365
"Cover","SFE-SH-1S","chemical_w_cover","AC_atx",9.40369836398075,4.24728591881851,14.2600652411742
"Cover","SFE-SH-1S","physicochemical_w_cover","AC_atx",5.96475066017642,2.13088708915785,9.75108380794546
"DIN","SFE-M-1S","chemical_w_cover","AC_atx",-15.913321818808,-28.0237138139477,-4.81813992186131
"DIN","SFE-M-1S","physicochemical_w_cover","AC_atx",-5.93580679369624,-15.9825941809703,3.50708293490753
"DIN","SFE-M-2","chemical_w_cover","AC_atx",-12.2086396891626,-23.0696122427013,-2.17363370708634
"DIN","SFE-M-2","physicochemical_w_cover","AC_atx",-5.53072038417206,-13.1899560979932,1.90760643691476
"DIN","SFE-M-3","chemical_w_cover","AC_atx",-7.91763371345994,-20.3954392041333,4.11770100229575
"DIN","SFE-M-3","physicochemical_w_cover","AC_atx",8.880045382349,-4.86079024393784,23.1960493135778
"DIN","SFE-M-4","chemical_w_cover","AC_atx",-9.28477362132304,-21.3614655378352,1.73690615796443
"DIN","SFE-M-4","physicochemical_w_cover","AC_atx",-3.66294729280398,-13.3967542787842,5.64414736541833
"DIN","SFE-SH-1S","chemical_w_cover","AC_atx",-17.9069989532488,-30.800939444185,-5.96362700070416
"DIN","SFE-SH-1S","physicochemical_w_cover","AC_atx",-4.62181877024125,-14.4702080325187,4.61019786516481
"Discharge","SFE-M-1S","physicochemical_w_cover","AC_atx",-44.5114033152346,-65.1508794296075,-23.6128622968638
"Discharge","SFE-M-2","physicochemical_w_cover","AC_atx",-50.0006264752062,-65.8737353050004,-34.3855456621796
"Discharge","SFE-M-3","physicochemical_w_cover","AC_atx",-43.8435033362887,-63.5641923475683,-24.9572527820198
"Discharge","SFE-M-4","physicochemical_w_cover","AC_atx",-36.3145323198349,-55.9005602359196,-16.271736146015
"Discharge","SFE-SH-1S","physicochemical_w_cover","AC_atx",-45.7317350617083,-63.8669634311981,-28.4153760170291
"OPhos","SFE-M-1S","chemical_w_cover","AC_atx",-31.551752461815,-45.1884050278197,-18.3842065449946
"OPhos","SFE-M-1S","physicochemical_w_cover","AC_atx",-16.0938626329511,-29.3861337647746,-3.44033476545489
"OPhos","SFE-M-2","chemical_w_cover","AC_atx",-28.1766737480199,-41.79624881324,-15.8132726355004
"OPhos","SFE-M-2","physicochemical_w_cover","AC_atx",-11.3056428063471,-21.8801909477869,-1.8256418842277
"OPhos","SFE-M-3","chemical_w_cover","AC_atx",-39.698748067716,-54.298042727027,-26.4640703217184
"OPhos","SFE-M-3","physicochemical_w_cover","AC_atx",-29.7122916896603,-44.2849769179547,-16.2003458109439
"OPhos","SFE-M-4","chemical_w_cover","AC_atx",-37.6285059835721,-52.680066819393,-23.6386255921558
"OPhos","SFE-M-4","physicochemical_w_cover","AC_atx",-21.2270896593579,-36.0873375125918,-7.62741067490266
"OPhos","SFE-SH-1S","chemical_w_cover","AC_atx",-25.9346351868786,-41.796488826629,-10.951899313521
"OPhos","SFE-SH-1S","physicochemical_w_cover","AC_atx",-7.83003327121869,-20.9887031834288,4.38710855719429
"Temperature","SFE-M-1S","physicochemical_w_cover","AC_atx",14.1036259254106,0.794026006080802,26.9648415032937
"Temperature","SFE-M-2","physicochemical_w_cover","AC_atx",16.989476813747,6.63686399822119,27.5122716280561
"Temperature","SFE-M-3","physicochemical_w_cover","AC_atx",9.57988199953199,-3.49120643299903,22.1851908337629
"Temperature","SFE-M-4","physicochemical_w_cover","AC_atx",14.9692596467328,2.41134885817142,27.3778869364548
"Temperature","SFE-SH-1S","physicochemical_w_cover","AC_atx",17.0809693225903,5.70856283649738,27.832159748705
"Discharge","SFE-M-1S","ecohydrological","AC_atx",-38.3141283019058,-54.4531674522564,-22.8179207617185
"Discharge","SFE-M-2","ecohydrological","AC_atx",-42.1120185253327,-57.4074958595124,-27.1039893590863
"Discharge","SFE-M-3","ecohydrological","AC_atx",-36.2785146673545,-52.0066345991131,-20.9433266722416
"Discharge","SFE-M-4","ecohydrological","AC_atx",-37.3337600580283,-52.1150574283098,-23.0469379226342
"Discharge","SFE-SH-1S","ecohydrological","AC_atx",-34.8878866189191,-49.6701745623495,-20.3165559346471
"GPP","SFE-M-1S","ecohydrological","AC_atx",2.47241075995583,-2.90944188375073,7.73115086835718
"GPP","SFE-M-2","ecohydrological","AC_atx",3.06465848170233,-2.28738812523083,8.32576749777493
"GPP","SFE-M-3","ecohydrological","AC_atx",2.84943683856718,-2.57105679479386,8.28113073499565
"GPP","SFE-M-4","ecohydrological","AC_atx",2.67817702112017,-2.70160737354749,7.9801585264442
"GPP","SFE-SH-1S","ecohydrological","AC_atx",3.86599322222282,-1.49475791249162,9.25564402469304
"Temperature","SFE-M-1S","ecohydrological","AC_atx",27.7399177685895,14.0803677858603,41.351116425809
"Temperature","SFE-M-2","ecohydrological","AC_atx",31.4406443010131,18.8569136597124,44.4023119265878
"Temperature","SFE-M-3","ecohydrological","AC_atx",24.6145526139818,11.6723661071473,37.3814050163994
"Temperature","SFE-M-4","ecohydrological","AC_atx",25.8242070838687,13.7176086585972,38.0163369758307
"Temperature","SFE-SH-1S","ecohydrological","AC_atx",25.8093158422734,13.6904971417651,38.023260365723
"Cover","SFE-M-1S","ecohydrological_w_cover","AC_atx",7.74418678859255,3.1282783286551,12.1497386559033
"Cover","SFE-M-2","ecohydrological_w_cover","AC_atx",12.2637271977328,7.22802726376552,17.1205180827077
"Cover","SFE-M-3","ecohydrological_w_cover","AC_atx",7.65236906507154,3.12148643105634,11.9583196881364
"Cover","SFE-M-4","ecohydrological_w_cover","AC_atx",7.16713823582183,2.75944065226489,11.5572451913826
"Cover","SFE-SH-1S","ecohydrological_w_cover","AC_atx",9.37602331703157,4.8187149017845,13.7081514387186
"Discharge","SFE-M-1S","ecohydrological_w_cover","AC_atx",-34.6174258044396,-48.9290081268008,-21.0383916856563
"Discharge","SFE-M-2","ecohydrological_w_cover","AC_atx",-33.726450340567,-46.28212443255,-21.8003044530403
"Discharge","SFE-M-3","ecohydrological_w_cover","AC_atx",-33.9735243808925,-48.4104619344246,-19.9970365420892
"Discharge","SFE-M-4","ecohydrological_w_cover","AC_atx",-34.4271638671966,-47.9813443262146,-21.1773300794993
"Discharge","SFE-SH-1S","ecohydrological_w_cover","AC_atx",-27.6540895762444,-40.5777762740774,-15.6495680331971
"GPP","SFE-M-1S","ecohydrological_w_cover","AC_atx",20.8658006737787,8.18052322652997,34.2187341016395
"GPP","SFE-M-2","ecohydrological_w_cover","AC_atx",21.0918086650442,10.4514790298066,32.3930456987653
"GPP","SFE-M-3","ecohydrological_w_cover","AC_atx",24.5284743442161,11.5194617507429,37.8407584224212
"GPP","SFE-M-4","ecohydrological_w_cover","AC_atx",21.0414696078569,8.84093131973762,33.3834090326578
"GPP","SFE-SH-1S","ecohydrological_w_cover","AC_atx",28.4617608492796,17.5441057078325,39.8240915048848
"Temperature","SFE-M-1S","ecohydrological_w_cover","AC_atx",10.8736624062226,-3.461440458082,25.447263137862
"Temperature","SFE-M-2","ecohydrological_w_cover","AC_atx",7.83241501036222,-4.85021059517579,20.8180475849194
"Temperature","SFE-M-3","ecohydrological_w_cover","AC_atx",5.6598034421081,-9.03126761975524,20.3118373157901
"Temperature","SFE-M-4","ecohydrological_w_cover","AC_atx",9.19392920876425,-4.64508427311761,22.6484644213058
"Temperature","SFE-SH-1S","ecohydrological_w_cover","AC_atx",7.22745119196437,-3.86246745445487,18.4592191999662
"Discharge","SFE-M-1S","physical","AC_atx",-5.63770337034172,-12.1459034462475,0.862776921937392
"Discharge","SFE-M-2","physical","AC_atx",-6.1466400845855,-12.7385747724879,0.510838479985745
"Discharge","SFE-M-3","physical","AC_atx",-5.57378855845869,-12.0043327657987,0.909737379222363
"Discharge","SFE-M-4","physical","AC_atx",-6.14831874785907,-12.5664130404367,0.254565880156926
"Discharge","SFE-SH-1S","physical","AC_atx",-5.65793169478366,-12.1815500450701,0.806702448174244
"Temperature","SFE-M-1S","physical","AC_atx",27.716331492311,13.8049917241644,41.7905008564015
"Temperature","SFE-M-2","physical","AC_atx",31.5285884773226,18.2101572677503,45.308102729727
"Temperature","SFE-M-3","physical","AC_atx",26.0520560786936,12.4820579126745,39.3573238629442
"Temperature","SFE-M-4","physical","AC_atx",26.4440310747946,13.8855271944661,38.7484179852832
"Temperature","SFE-SH-1S","physical","AC_atx",26.4228080237139,13.7149565607044,38.8656688957987
"Cover","SFE-M-1S","physical_w_cover","AC_atx",8.34419903502176,3.31828989991362,13.2293997409392
"Cover","SFE-M-2","physical_w_cover","AC_atx",14.729137765841,9.23465427081796,19.9020094122303
"Cover","SFE-M-3","physical_w_cover","AC_atx",7.78994821519041,2.83248256215212,12.6563862335113
"Cover","SFE-M-4","physical_w_cover","AC_atx",7.13414922641608,2.26805380402955,11.8275041026146
"Cover","SFE-SH-1S","physical_w_cover","AC_atx",9.15942743772801,4.17731769889306,13.8326193900899
"Discharge","SFE-M-1S","physical_w_cover","AC_atx",-31.9895053183707,-47.0509759011391,-17.7367097318193
"Discharge","SFE-M-2","physical_w_cover","AC_atx",-30.0794661536812,-42.6188441331508,-18.2216944782572
"Discharge","SFE-M-3","physical_w_cover","AC_atx",-30.0602672765078,-44.7388177978103,-16.0459957102767
"Discharge","SFE-M-4","physical_w_cover","AC_atx",-31.3467424353036,-45.1254125560694,-17.5432864946128
"Discharge","SFE-SH-1S","physical_w_cover","AC_atx",-27.0862265867726,-40.4195441078418,-14.2658469531244
"Temperature","SFE-M-1S","physical_w_cover","AC_atx",24.7276540645209,13.1381389125745,36.6946234409203
"Temperature","SFE-M-2","physical_w_cover","AC_atx",21.5372151647849,11.5146192588861,32.3677586870866
"Temperature","SFE-M-3","physical_w_cover","AC_atx",23.1691737978038,12.1923227297081,34.4468330717125
"Temperature","SFE-M-4","physical_w_cover","AC_atx",23.8698670343322,13.009711428519,34.7129469071513
"Temperature","SFE-SH-1S","physical_w_cover","AC_atx",24.2474955436868,13.8656499113565,34.7676484494921
